Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,2,2,1,1,"C++ Programming, Creative Writing, Data Analytics, Data Science, Data Structures, English Proficiency (Written), Java, Machine Learning, MySQL, Python, ReactJS, CSS, Deep Learning, Django, Embedded Systems, HTML, JavaScript, MongoDB, Natural Language Processing (NLP), Node.js, REST API, Raspberry Pi, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,86.00/86.00,89.00/89.00
,2,3,0,0,"Data Analytics, Data Science, MS-Excel, Machine Learning, SQL, Tableau, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electrical and Electronics Engineering,2022,N/A,9.40/10,N/A,N/A
,2,0,0,0,"C Programming, C++ Programming, CSS, HTML, Java, JavaScript, Linux, MS-Excel, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,0,0,0,0,"MS-PowerPoint, MS-Word, C Programming, C++ Programming, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Electronics and Telecommunication Engineering (ETE),2024,N/A,N/A,N/A,N/A
,3,0,0,0,"Canva, Data Analytics, Data Science, English Proficiency (Spoken), English Proficiency (Written), LaTeX, MS-Word, Mathematics, Python, R Programming, Statistical Modeling, Statistics, MS-Excel, MS-PowerPoint, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Statistics With Data Science,2023,N/A,N/A,N/A,N/A
,0,2,0,2,"Data Analytics, Deep Learning, Machine Learning, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),,2022,N/A,N/A,N/A,N/A
,2,1,1,1,"HTML, CSS, JavaScript, Node.js, Python, Adobe Photoshop, Deep Learning, Figma, Git Bash, Java, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), Neural Networks","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated B.Tech,Computer Science & Engineering,2024,N/A,3.50/4,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,AIDS,2026,N/A,N/A,N/A,N/A
,2,0,0,0,"Algorithms, C++ Programming, Data Structures, CSS, Express.js, HTML, JavaScript, MySQL, Node.js, Python, ReactJS, SQL, MongoDB","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2023,N/A,N/A,N/A,N/A
,2,1,0,1,"English Proficiency (Written), MS-Word, C Programming, CSS, Data Analytics, Data Science, HTML, MS-Excel, MS-Office, MySQL, Python, Deep Learning, JavaScript, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science And Engineering(data Science),2024,N/A,N/A,91.00/91.00,96.20/96.20
,3,2,2,2,"Python, Deep Learning, Machine Learning, Mathematics, Natural Language Processing (NLP), Computer Vision, Data Analytics, Data Science, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),Data Science,2023,N/A,N/A,N/A,N/A
,2,2,1,1,"Data Science, Machine Learning, Mathematics, Python, SQL, Computer Vision, Data Analytics, Deep Learning, FastAPI, Git, GitHub, Java, MS-Excel, MS-Office, Natural Language Processing (NLP), Power BI, R Programming, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Computer Science,2023,N/A,N/A,68.20/68.20,N/A
,2,0,0,0,"Android, C Programming, Computer Vision, Data Structures, Image Processing, Java, MS-Excel, MS-Office, MS-PowerPoint, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech (Hons.),Computer  Science And Engineering,2025,N/A,N/A,92.00/92.00,86.00/86.00
,3,2,0,2,"C Programming, English Proficiency (Spoken), MS-Excel, MySQL, Python, Deep Learning, Machine Learning, Power BI, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,N/A,8.98/10,9.00/9.00,10.00/10.00
,2,0,0,0,"Python, SQL, Data Science","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated M.Sc.,Statistics,2022,N/A,N/A,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),,2026,N/A,N/A,N/A,N/A
,3,2,2,0,"Python, Artificial Intelligence, Computer Vision, Data Science, Machine Learning, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),computer science,2024,N/A,N/A,N/A,N/A
,2,2,0,1,"Amazon Web Services (AWS), Data Analytics, Hadoop, MS-Excel, Machine Learning, MySQL, Python, Tableau, Deep Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),,2021,7.50/10,6.20/10,N/A,N/A
,3,2,0,3,"Deep Learning, Python, Algorithms, CSS, Computer Vision, Data Analytics, Data Science, Data Structures, Django, GitHub, HTML, Machine Learning, MongoDB, MySQL, OpenCV, PostgreSQL, SQL, JavaScript","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2024,N/A,7.00/10,80.00/80.00,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",Certified Data Scientist,Data Science,2023,73.82/100,N/A,N/A,N/A
,2,1,2,2,"C++ Programming, Ethical Hacking, C Programming, Data Structures, Deep Learning, DevOps, Linux, Natural Language Processing (NLP), Python, SQL, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,8.02/10,N/A,N/A
,3,2,0,2,"Java, MS-Excel, Python, CSS, Computer Vision, Data Analytics, Database Management System (DBMS), Deep Learning, HTML, Machine Learning, MySQL, SQL, Software Testing, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E) (Hons.),Computer Science & Engineering,2024,N/A,8.52/10,90.40/90.40,90.20/90.20
,2,1,0,0,"C Programming, HTML, Hindi Proficiency (Spoken), Hindi Proficiency (Written), C++ Programming, CSS, Creative Writing, English Proficiency (Written), Figma, Java, JavaScript, Python, English Proficiency (Spoken), Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),computer science,2024,N/A,N/A,N/A,N/A
,3,0,0,2,"MATLAB, Python, Deep Learning, Image Processing, Neural Networks","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Technology (M.Tech),communication engineering,2020,N/A,8.54/10,8.10/8.10,9.00/9.00
,1,1,0,0,"HTML, MS-Office, CSS, English Proficiency (Spoken), GitHub, Java, LaTeX, MS-Excel, MS-PowerPoint, MS-Word, Photography, SQL, Adobe Illustrator, Adobe Photoshop, Bootstrap, C Programming, Content Writing, Git, JavaScript, MATLAB, Machine Learning, Music, Python, VS Code","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Civil Engineering,2024,N/A,6.60/10,N/A,N/A
,2,2,0,2,"Algorithms, C++ Programming, Data Structures, Deep Learning, Machine Learning, Python, CSS, HTML","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),,2025,7.43/10,N/A,96.00/96.00,94.00/94.00
,2,2,1,0,"Java, Machine Learning, Power BI, Python, Data Science, Flask, Natural Language Processing (NLP), SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,2,2,0,0,"MS-Word, Marathi Proficiency(Spoken), Music, C Programming, C++ Programming, English Proficiency (Spoken), English Proficiency (Written), Guitar, HTML, MS-Excel, MS-PowerPoint, Machine Learning, Python, CSS, JavaScript, PHP, R Programming, Visual Basic (VB)","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Artificial Intelligence,2025,N/A,N/A,N/A,N/A
,1,1,0,0,"Hindi Proficiency (Spoken), English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Applications (BCA) (Hons.),AI/DA,2025,8.72/10,N/A,81.80/81.80,87.80/87.80
,2,2,2,0,"Amazon Web Services (AWS), Data Analytics, Data Science, Hadoop, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Statistical Modeling, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Diploma,,2022,N/A,N/A,N/A,N/A
,0,0,0,0,,"No, I have only one month time.",Bachelor of Computer Applications (BCA),,2024,N/A,N/A,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",Automobile Engineering,,2020,N/A,7.03/10,N/A,N/A
,2,0,0,0,"C Programming, CSS, Database Management System (DBMS), Flask, HTML, JavaScript, MySQL, Python, ReactJS, SQL, GitHub","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Computer Science,2022,N/A,N/A,N/A,N/A
,2,1,0,0,"Artificial Intelligence, Python, C++ Programming, Data Structures, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Artificial Intelligence And Data Science,2025,N/A,N/A,N/A,94.00/94.00
,2,2,0,2,"Content Writing, Data Structures, Internet of Things (IoT), Interpersonal Skills, MS-Excel, MS-PowerPoint, Project Management, Software Testing, Time Management, Video Editing, Arduino, CSS, Cloud Computing, Computer Networks, Database Management System (DBMS), Deep Learning, Embedded Systems, HTML, JavaScript, MS-Office, Machine Learning, Node.js, Python, Raspberry Pi, React Native, SQL, BIG DATA ANALYTICS, Computer Vision, Neural Networks, Search Engine Optimization (SEO)","Yes, I am available for 3 months starting immediately for a full-time internship.",MBA,Agriculture Management,2024,N/A,N/A,N/A,N/A
,2,0,0,0,"Algorithms, C++ Programming, Data Structures, Figma, Firebase, Flutter, Linux, Node.js, Project Management, Python, Software Testing","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,8.00/10,N/A,91.00/91.00,9.40/9.40
,2,0,0,0,"C++ Programming, Java, CSS, Data Structures, Database Management System (DBMS), HTML, JavaScript, Linux, MySQL, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),,2024,N/A,N/A,N/A,7.80/7.80
,2,2,0,0,"Java, Machine Learning, Python, SQL, HTML","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,N/A,N/A,N/A
,2,2,0,0,"MS-Excel, SQL, Data Analytics, Machine Learning, MySQL, Python, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2018,N/A,N/A,9.40/9.40,9.50/9.50
,2,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), CSS, HTML, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,N/A,N/A,N/A,N/A
,0,1,2,0,"Artificial Intelligence, Bootstrap, C++ Programming, CSS, Cloud Computing, Data Structures, Django, English Proficiency (Spoken), English Proficiency (Written), Flask, Git, Git Bash, GitHub, HTML, Heroku, Java, JavaScript, MS-Office, MongoDB, MySQL, Natural Language Processing (NLP), Neural Networks, NoSQL, OpenCV, PHP, REST API, XML, jQuery, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,8.60/10,N/A,N/A
,3,2,0,2,"C++ Programming, Data Structures, Java, MS-Excel, MySQL, Python, Android, Artificial Intelligence, Data Analytics, Data Science, Deep Learning, Embedded Systems, Kotlin, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated B.E & M.Tech,Ai&Ml,2024,N/A,7.50/8,N/A,N/A
,0,0,0,0,"SQL, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Computer Science,2019,N/A,N/A,N/A,N/A
,2,1,0,0,"Python, Artificial intelligence, CSS, HTML, Java, JavaScript, Machine Learning, SQL","No, As i am still in 7th sem of my degree i wont be available full time but i can work after college hours (except on days with tests/exams), so if you let me know the details of the work and the possible timings for it, it will allow me to manage my time according to it.",B.Tech,Computer Science & Engineering,2024,N/A,8.95/10,92.20/92.20,91.60/91.60
,2,1,0,0,"Python, Angular 7.0, Data Science, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Science (B.C.S.),computer science,2016,N/A,73.63/100,53.67/53.67,73.60/73.60
,3,3,0,3,"Artificial Intelligence, BIG DATA ANALYTICS, C Programming, C++ Programming, Computer Vision, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, Machine Learning, Mathematics, Python, Statistical Modeling, Google Cloud Computing","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Mechanical Engineering,2024,N/A,8.20/10,95.00/95.00,98.80/98.80
,2,0,0,0,"Bootstrap, C Programming, C++ Programming, CSS, FL Studio (formerly known as FruityLoops), HTML, Photography, Video Editing, Android, Java, JavaScript, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated M.Tech,Information Technology,2023,N/A,N/A,75.00/75.00,90.00/90.00
,3,3,2,2,"Business Analysis, Data Analytics, Data Science, MS-Excel, MS-Office, Machine Learning, Power BI, Python, SQL, Artificial Intelligence, Computer Vision, Deep Learning, Natural Language Processing (NLP), Neural Networks","Yes, I am available for 3 months starting immediately for a full-time internship.",MBA,Data Science,2024,N/A,N/A,N/A,N/A
,0,1,0,0,"Time Management, Business Research, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, Manual Testing, CAD, Computer Networking, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Ed Special Education,Mechanical,2022,N/A,8.63/10,N/A,N/A
,1,1,0,0,"CSS, Data Analytics, Data Science, HTML, MS-Office, Artificial Intelligence, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Artificial Intelligence And Data Science,2025,N/A,9.40/10,86.67/86.67,80.60/80.60
,2,2,0,0,"C Programming, C++ Programming, Data Science, English Proficiency (Spoken), English Proficiency (Written), MATLAB, Machine Learning, PostgreSQL, Python, SQL, CSS, HTML, WordPress","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2025,N/A,9.53/10,82.40/82.40,88.60/88.60
